date,instrument,side,t1,ret,bin,trgt,h,pt_mult,sl_mult,avg_uniqueness
2020-01-29,es1s,1,2020-02-12,0.033002291824836494,1,0.01997095657798332,10,1.5,1.0,0.1674963924963925
2020-01-30,es1s,1,2020-01-31,-0.019986321148198538,0,0.019771920711163585,10,1.5,1.0,0.225
2020-01-31,es1s,1,2020-02-06,0.03760856079418229,1,0.02339619662129036,10,1.5,1.0,0.17047619047619045
2020-02-03,es1s,1,2020-02-12,0.04159605607826844,1,0.023287165985879252,10,1.5,1.0,0.14280753968253967
2020-02-04,es1s,-1,2020-02-19,-0.026594938627652054,0,0.024919836895287317,10,1.5,1.0,0.12449822904368359
2020-02-05,es1s,1,2020-02-20,0.010269865067808803,1,0.025154912263474924,10,1.5,1.0,0.11761117670208578
2020-02-06,es1s,1,2020-02-21,-0.001793587925448148,0,0.024678744107338734,10,1.5,1.0,0.11288862652499013
2020-02-07,es1s,1,2020-02-24,-0.02984513606861039,0,0.024618549320285565,10,1.5,1.0,0.10816607634789452
2020-02-10,es1s,1,2020-02-24,-0.03780196838618466,0,0.024525984803859358,10,1.5,1.0,0.10469696969696969
2020-02-11,es1s,1,2020-02-24,-0.03909158600195406,0,0.024040355751758054,10,1.5,1.0,0.10244107744107744
2020-02-12,es1s,1,2020-02-24,-0.045629344771940694,0,0.02379994864276396,10,1.5,1.0,0.10135732323232323
2020-02-13,es1s,1,2020-02-24,-0.04478164322827172,0,0.02338162176209039,10,1.5,1.0,0.09996392496392499
2020-02-14,es1s,1,2020-02-24,-0.04577048210569823,0,0.022920794577438154,10,1.5,1.0,0.0957912457912458
2020-02-18,es1s,1,2020-02-24,-0.04244268012182517,0,0.02268074849991431,10,1.5,1.0,0.09272727272727274
2020-02-19,es1s,1,2020-02-24,-0.04753118311313598,0,0.022369130870392034,10,1.5,1.0,0.09090909090909091
2020-02-20,es1s,1,2020-02-24,-0.04244268012182517,0,0.022330023247102065,10,1.5,1.0,0.0909090909090909
2020-02-21,es1s,1,2020-02-24,-0.033839934116201564,0,0.022777533042759174,10,1.5,1.0,0.09090909090909091
2020-02-24,es1s,1,2020-02-26,-0.03595505617835193,0,0.03124409802723932,10,1.5,1.0,0.3080808080808081
2020-02-25,es1s,1,2020-02-27,-0.05602553870826865,0,0.03549238872579228,10,1.5,1.0,0.38888888888888884
2020-02-26,es1s,1,2020-02-27,-0.04927256651586298,0,0.03495237627515052,10,1.5,1.0,0.3333333333333333
2020-02-27,es1s,1,2020-03-09,-0.07076428812838342,0,0.04563637929868405,10,1.5,1.0,0.2563988095238095
2020-02-28,es1s,1,2020-03-09,-0.06887495764127738,0,0.04474623544634898,10,1.5,1.0,0.2454081632653061
2020-03-02,es1s,1,2020-03-09,-0.10350734094386027,0,0.05089725527138154,10,1.5,1.0,0.20297619047619045
2020-03-03,es1s,1,2020-03-09,-0.08316649983295488,0,0.051456639870917364,10,1.5,1.0,0.1769047619047619
2020-03-04,es1s,-1,2020-03-09,0.11782647082216102,1,0.056606602115640135,10,1.5,1.0,0.15863095238095237
2020-03-05,es1s,-1,2020-03-09,0.0887912452319034,1,0.058741402494038655,10,1.5,1.0,0.14484126984126985
2020-03-06,es1s,-1,2020-03-12,0.16700404858408047,1,0.05829748848731311,10,1.5,1.0,0.21023809523809525
2020-03-09,es1s,1,2020-03-12,-0.10144663816016819,0,0.0727746792435551,10,1.5,1.0,0.2270833333333333
2020-03-10,es1s,1,2020-03-12,-0.138445433133639,0,0.07728779977575187,10,1.5,1.0,0.26111111111111107
2020-03-11,es1s,1,2020-03-12,-0.0989873186767356,0,0.07985658070899417,10,1.5,1.0,0.225
2020-03-12,es1s,1,2020-03-26,0.06112889529769516,1,0.09931821830943634,10,1.5,1.0,0.2088023088023088
2020-03-13,es1s,1,2020-03-20,-0.14726778048093925,0,0.11458468385193629,10,1.5,1.0,0.2654761904761905
2020-03-16,es1s,1,2020-03-30,0.08564598274630697,1,0.1294691773800989,10,1.5,1.0,0.16663059163059166
2020-03-17,es1s,1,2020-03-31,0.03389660028292463,1,0.12962270541247964,10,1.5,1.0,0.14769119769119768
2020-03-18,es1s,1,2020-04-01,0.019362898188898248,1,0.12809698848977416,10,1.5,1.0,0.13632756132756133
2020-03-19,es1s,1,2020-04-02,0.05336961071632951,1,0.12558349807202926,10,1.5,1.0,0.1295093795093795
2020-03-20,es1s,1,2020-04-03,0.08488092636916256,1,0.12488956267648894,10,1.5,1.0,0.1257215007215007
2020-03-23,es1s,1,2020-04-06,0.19094798468875096,1,0.12303411240166597,10,1.5,1.0,0.1240981240981241
2020-03-24,es1s,1,2020-04-07,0.08367514356204375,1,0.13691053956212265,10,1.5,1.0,0.12247474747474749
2020-03-26,es1s,-1,2020-04-09,-0.0658550613487503,0,0.13748986371403243,10,1.5,1.0,0.12121212121212123
2020-03-30,es1s,-1,2020-04-14,-0.08875059837320332,0,0.13543174167390615,10,1.5,1.0,0.12121212121212123
2020-04-01,es1s,1,2020-04-16,0.13868464051877138,1,0.1332488797359345,10,1.5,1.0,0.11893939393939396
2020-04-02,es1s,1,2020-04-17,0.14047287899842287,1,0.1322290509184789,10,1.5,1.0,0.11666666666666668
2020-04-03,es1s,1,2020-04-20,0.13039975832991302,1,0.12973411470729712,10,1.5,1.0,0.11439393939393941
2020-04-06,es1s,-1,2020-04-21,-0.03308754017547444,0,0.13394154786590146,10,1.5,1.0,0.11212121212121215
2020-04-07,es1s,-1,2020-04-22,-0.055450416351444654,0,0.13129081023506775,10,1.5,1.0,0.10984848484848486
2020-04-08,es1s,-1,2020-04-23,-0.01672760511850413,0,0.1306781277330818,10,1.5,1.0,0.10757575757575757
2020-04-09,es1s,-1,2020-04-24,-0.01789729292327613,0,0.1285137894810644,10,1.5,1.0,0.10530303030303031
2020-04-14,es1s,-1,2020-04-28,-0.008529722123980843,0,0.12496107726427833,10,1.5,1.0,0.10404040404040403
2020-04-15,es1s,-1,2020-04-29,-0.059819819817474196,0,0.12347675537717055,10,1.5,1.0,0.10404040404040406
2020-04-16,es1s,-1,2020-04-30,-0.04125560538375406,0,0.12106386003658509,10,1.5,1.0,0.10404040404040406
2020-04-17,es1s,-1,2020-05-01,0.016811846690030552,1,0.12002229522663124,10,1.5,1.0,0.10505050505050506
2020-04-20,es1s,-1,2020-05-04,-0.006680919295545484,0,0.11855689225786281,10,1.5,1.0,0.10606060606060606
2020-04-21,es1s,1,2020-05-05,0.046211566620226074,1,0.11743240864800668,10,1.5,1.0,0.10707070707070708
2020-04-22,es1s,1,2020-05-06,0.016137708444544208,1,0.11585330460274994,10,1.5,1.0,0.10808080808080808
2020-04-23,es1s,1,2020-05-07,0.03569180976296038,1,0.11357325424333739,10,1.5,1.0,0.10909090909090911
2020-04-24,es1s,-1,2020-05-08,-0.034988513872397764,0,0.11184383108663515,10,1.5,1.0,0.11136363636363637
2020-04-29,es1s,-1,2020-05-13,0.04352261135488067,1,0.10669317340908775,10,1.5,1.0,0.11262626262626263
2020-04-30,es1s,-1,2020-05-14,0.01912144703089902,1,0.10500766108788413,10,1.5,1.0,0.11161616161616163
2020-05-01,es1s,1,2020-05-15,0.0087711526546983,1,0.10456299145142356,10,1.5,1.0,0.11060606060606061
2020-05-04,es1s,1,2020-05-18,0.043447482526232095,1,0.10249380457354129,10,1.5,1.0,0.10959595959595961
2020-05-05,es1s,1,2020-05-19,0.02116679786505804,1,0.10070602546557292,10,1.5,1.0,0.1095959595959596
2020-05-06,es1s,1,2020-05-20,0.047644256217733494,1,0.09888717491566433,10,1.5,1.0,0.1095959595959596
2020-05-07,es1s,1,2020-05-21,0.019791666666166385,1,0.0974257131833748,10,1.5,1.0,0.10959595959595961
2020-05-11,es1s,-1,2020-05-26,-0.02454879822395406,0,0.09411401883060107,10,1.5,1.0,0.10732323232323235
2020-05-12,es1s,1,2020-05-27,0.06415425065615099,1,0.09363237955223457,10,1.5,1.0,0.10505050505050506
2020-05-13,es1s,1,2020-05-28,0.07998578030574977,1,0.0922145274456142,10,1.5,1.0,0.10404040404040406
2020-05-14,es1s,1,2020-05-29,0.06849315068834327,1,0.09069778580156015,10,1.5,1.0,0.10404040404040406
2020-05-15,es1s,1,2020-06-01,0.07289653961125464,1,0.08890236539032309,10,1.5,1.0,0.10404040404040406
2020-05-18,es1s,1,2020-06-02,0.04375848032306551,1,0.08975055343741736,10,1.5,1.0,0.10404040404040406
2020-05-20,es1s,-1,2020-06-04,-0.04783560721021063,0,0.08706446013481614,10,1.5,1.0,0.1022038567493113
2020-05-21,es1s,-1,2020-06-05,-0.0850357507672086,0,0.08569545625289442,10,1.5,1.0,0.10036730945821853
2020-05-22,es1s,-1,2020-06-08,-0.09295631561370143,0,0.08403538553467946,10,1.5,1.0,0.09853076216712581
2020-05-26,es1s,-1,2020-06-09,-0.07046251460706454,0,0.0827285379897038,10,1.5,1.0,0.09669421487603307
2020-05-27,es1s,-1,2020-06-10,-0.04957997035249084,0,0.08140558313158174,10,1.5,1.0,0.09586776859504133
2020-05-28,es1s,-1,2020-06-11,0.009134298880118408,1,0.0798002531194319,10,1.5,1.0,0.09504132231404959
2020-05-29,es1s,-1,2020-06-12,0.0023833004624754794,1,0.07822299950897907,10,1.5,1.0,0.09421487603305785
2020-06-01,es1s,-1,2020-06-15,-0.006221349050264724,0,0.07667983017320089,10,1.5,1.0,0.09338842975206613
2020-06-02,es1s,-1,2020-06-16,-0.01704649782744161,0,0.07522637575540495,10,1.5,1.0,0.09256198347107439
2020-06-03,es1s,-1,2020-06-17,-0.00013203721850918448,0,0.0740235872052171,10,1.5,1.0,0.09173553719008264
2020-06-04,es1s,-1,2020-06-18,0.0004406599455460958,1,0.07263467788381632,10,1.5,1.0,0.09090909090909091
2020-06-05,es1s,-1,2020-06-19,0.03648198982240358,1,0.0724180493571823,10,1.5,1.0,0.09090909090909091
2020-06-08,es1s,-1,2020-06-22,0.032711036209134736,1,0.07120358401430284,10,1.5,1.0,0.09090909090909091
2020-06-09,es1s,-1,2020-06-23,0.02364592983350733,1,0.07011908919404575,10,1.5,1.0,0.09090909090909091
2020-06-10,es1s,-1,2020-06-24,0.03956268094819182,1,0.06899424181958225,10,1.5,1.0,0.09090909090909091
2020-06-11,es1s,1,2020-06-25,0.02376262227548276,1,0.07717984664327603,10,1.5,1.0,0.09090909090909091
2020-06-12,es1s,1,2020-06-26,-0.005584507215745549,0,0.07578374006713669,10,1.5,1.0,0.09090909090909091
2020-06-15,es1s,1,2020-06-29,-0.0046538210350907105,0,0.07461593548715031,10,1.5,1.0,0.09090909090909091
2020-06-16,es1s,1,2020-06-30,-0.008979395494618458,0,0.07385806754162472,10,1.5,1.0,0.09090909090909091
2020-06-17,es1s,1,2020-07-01,-0.0012874155107472918,0,0.0724871020601309,10,1.5,1.0,0.09090909090909091
2020-06-18,es1s,1,2020-07-02,0.010006455779123291,1,0.07111743196675499,10,1.5,1.0,0.09090909090909091
2020-06-19,es1s,1,2020-07-06,0.03677071416875033,1,0.07027426570859024,10,1.5,1.0,0.09173553719008266
2020-06-22,es1s,1,2020-07-07,0.008277746524807617,1,0.0695356870260454,10,1.5,1.0,0.09357208448117539
2020-06-23,es1s,1,2020-07-08,0.014430014431386473,1,0.06815965219869484,10,1.5,1.0,0.09540863177226813
2020-06-24,es1s,1,2020-07-09,0.0301738274839638,1,0.0685071602830579,10,1.5,1.0,0.09850780532598714
2020-06-25,es1s,1,2020-07-10,0.03508914759978121,1,0.06725911078660031,10,1.5,1.0,0.10160697887970614
2020-06-26,es1s,1,2020-07-13,0.04697372796545185,1,0.06734444451198225,10,1.5,1.0,0.10470615243342517
2020-06-29,es1s,1,2020-07-14,0.04454105487821569,1,0.06651193884791234,10,1.5,1.0,0.10942870261052078
2020-06-30,es1s,1,2020-07-15,0.04182509505486798,1,0.06569236567418975,10,1.5,1.0,0.11631575495211859
2020-07-01,es1s,1,2020-07-16,0.0294875926498126,1,0.06441437261351576,10,1.5,1.0,0.1232028072937164
2020-07-02,es1s,1,2020-07-17,0.027165228505128924,1,0.0632831780032799,10,1.5,1.0,0.1300898596353142
2020-07-08,es1s,-1,2020-07-22,-0.03224276908350299,0,0.06072440148801656,10,1.5,1.0,0.14213564213564214
2020-07-10,es1s,1,2020-07-24,0.008022652195937896,1,0.058949303888716456,10,1.5,1.0,0.14213564213564214
2020-07-13,es1s,1,2020-07-27,0.02668148971762574,1,0.058223539744594814,10,1.5,1.0,0.14213564213564214
2020-07-16,es1s,1,2020-07-30,0.016982313350409672,1,0.05577210489891804,10,1.5,1.0,0.1331890331890332
2020-07-17,es1s,1,2020-07-31,0.015401369011341703,1,0.05472985429594506,10,1.5,1.0,0.12712842712842715
2020-07-20,es1s,1,2020-08-03,0.01332717047990295,1,0.05385442912570789,10,1.5,1.0,0.12106782106782109
2020-07-21,es1s,1,2020-08-04,0.01499423298694702,1,0.05278878816850506,10,1.5,1.0,0.11500721500721502
2020-07-22,es1s,1,2020-08-05,0.01546470678403189,1,0.051758995378673414,10,1.5,1.0,0.11111111111111115
2020-07-23,es1s,-1,2020-08-06,-0.03617350890777282,0,0.051482529023252996,10,1.5,1.0,0.10883838383838383
2020-07-24,es1s,1,2020-08-07,0.04392946317028823,1,0.0507813810000845,10,1.5,1.0,0.10656565656565657
2020-07-28,es1s,1,2020-08-11,0.0364145658291275,1,0.04922570220215971,10,1.5,1.0,0.10429292929292931
2020-07-29,es1s,1,2020-08-12,0.036126056880380064,1,0.04870881003261132,10,1.5,1.0,0.10202020202020204
2020-07-30,es1s,1,2020-08-13,0.03662947287392737,1,0.047781550044086914,10,1.5,1.0,0.10101010101010101
2020-07-31,es1s,1,2020-08-14,0.030029109852600877,1,0.046866453534793955,10,1.5,1.0,0.10202020202020202
2020-08-03,es1s,1,2020-08-17,0.027748213473265393,1,0.04607642710252844,10,1.5,1.0,0.10303030303030303
2020-08-04,es1s,1,2020-08-18,0.02636363636192285,1,0.04517207864721194,10,1.5,1.0,0.10404040404040406
2020-08-05,es1s,1,2020-08-19,0.017113992760597885,1,0.04430855134112652,10,1.5,1.0,0.10505050505050506
2020-08-06,es1s,1,2020-08-20,0.010914255809552742,1,0.04360178840774185,10,1.5,1.0,0.10606060606060606
2020-08-07,es1s,1,2020-08-21,0.014276104342036744,1,0.04276336398824059,10,1.5,1.0,0.10707070707070708
2020-08-11,es1s,1,2020-08-25,0.03393393393201927,1,0.04148265069930199,10,1.5,1.0,0.10934343434343434
2020-08-12,es1s,-1,2020-08-26,-0.03271513353113731,0,0.04112054657029681,10,1.5,1.0,0.11035353535353537
2020-08-13,es1s,-1,2020-08-27,-0.03488976319610648,0,0.040352313560378154,10,1.5,1.0,0.11136363636363637
2020-08-17,es1s,1,2020-08-31,0.03528367482688188,1,0.038905416496429424,10,1.5,1.0,0.11237373737373738
2020-08-18,es1s,1,2020-09-01,0.041334514321162974,1,0.03813503705676011,10,1.5,1.0,0.11237373737373738
2020-08-19,es1s,-1,2020-08-28,-0.03906307909018647,0,0.03759613686235174,10,1.5,1.0,0.11284722222222221
2020-08-20,es1s,-1,2020-09-01,-0.04325963174101077,0,0.03685220579746465,10,1.5,1.0,0.11265432098765432
2020-08-21,es1s,-1,2020-09-01,-0.039646278557651904,0,0.03613329493930852,10,1.5,1.0,0.11284722222222221
2020-08-25,es1s,-1,2020-09-02,-0.039573046761409936,0,0.035093742472201664,10,1.5,1.0,0.11564625850340136
2020-08-26,es1s,-1,2020-09-10,0.040155161269481265,1,0.034778341946838105,10,1.5,1.0,0.11940836940836941
2020-08-27,es1s,-1,2020-09-11,0.043468904669201724,1,0.0341004090075775,10,1.5,1.0,0.11940836940836941
2020-08-28,es1s,-1,2020-09-14,0.03481238407807141,1,0.03346829119741807,10,1.5,1.0,0.11940836940836941
2020-08-31,es1s,-1,2020-09-15,0.026773607048870995,1,0.03292103558932032,10,1.5,1.0,0.11940836940836941
2020-09-01,es1s,-1,2020-09-08,0.05429543521351776,1,0.03243415136491804,10,1.5,1.0,0.12658730158730158
2020-09-02,es1s,-1,2020-09-08,0.06810085911697072,1,0.03262281139634882,10,1.5,1.0,0.1304563492063492
2020-09-03,es1s,-1,2020-09-18,0.039049606461794784,1,0.03929054346517622,10,1.5,1.0,0.11367571822117277
2020-09-04,es1s,1,2020-09-21,-0.038784372406372,0,0.03957888841765086,10,1.5,1.0,0.10895316804407712
2020-09-08,es1s,1,2020-09-22,-0.007861455403397888,0,0.041924971579243436,10,1.5,1.0,0.10585399449035812
2020-09-09,es1s,1,2020-09-23,-0.04681378470122388,0,0.042730240403877434,10,1.5,1.0,0.10401744719926538
2020-09-10,es1s,1,2020-09-24,-0.027737780184061034,0,0.04347786318411969,10,1.5,1.0,0.10275482093663912
2020-09-11,es1s,1,2020-09-25,-0.010951138708130914,0,0.04264211916453122,10,1.5,1.0,0.10275482093663912
2020-09-14,es1s,1,2020-09-28,-0.007784120392591909,0,0.04272323450317695,10,1.5,1.0,0.10275482093663912
2020-09-15,es1s,1,2020-09-23,-0.04823269513922923,0,0.04203726243808038,10,1.5,1.0,0.09797979797979799
2020-09-16,es1s,1,2020-09-23,-0.043867436010022076,0,0.04135183687394743,10,1.5,1.0,0.0957912457912458
2020-09-17,es1s,1,2020-10-01,0.0049985079072587535,1,0.04094037932862187,10,1.5,1.0,0.09990817263544537
2020-09-18,es1s,1,2020-10-02,0.0069355446689587374,1,0.040693026992582815,10,1.5,1.0,0.09908172635445363
2020-09-21,es1s,1,2020-10-05,0.03603053435066372,1,0.04063900792432001,10,1.5,1.0,0.09908172635445363
2020-09-22,es1s,1,2020-10-06,0.016367356217500184,1,0.0401295128510587,10,1.5,1.0,0.09908172635445363
2020-09-23,es1s,1,2020-10-07,0.05431334622885098,1,0.04137082849486029,10,1.5,1.0,0.09908172635445363
2020-09-24,es1s,1,2020-10-08,0.06161210623831792,1,0.04059559990284792,10,1.5,1.0,0.09908172635445363
2020-09-25,es1s,1,2020-10-09,0.05658224960425717,1,0.04100063316857362,10,1.5,1.0,0.09724517906336089
2020-09-28,es1s,1,2020-10-12,0.05581291093673957,1,0.041698541245799775,10,1.5,1.0,0.09540863177226813
2020-09-29,es1s,1,2020-10-13,0.05129358830093933,1,0.04095376218049991,10,1.5,1.0,0.09357208448117539
2020-09-30,es1s,1,2020-10-14,0.038484486872468304,1,0.04026891639240227,10,1.5,1.0,0.09173553719008264
2020-10-01,es1s,1,2020-10-15,0.03199465518730649,1,0.03955580361266998,10,1.5,1.0,0.09090909090909091
2020-10-02,es1s,1,2020-10-16,0.03683461854939729,1,0.03918850777978335,10,1.5,1.0,0.09090909090909091
2020-10-05,es1s,1,2020-10-19,0.008768051870601257,1,0.039617939426889355,10,1.5,1.0,0.09090909090909091
2020-10-06,es1s,1,2020-10-20,0.0235592335791055,1,0.039626716557615654,10,1.5,1.0,0.09090909090909091
2020-10-07,es1s,1,2020-10-21,0.007558523517555482,1,0.03999668425584215,10,1.5,1.0,0.09090909090909091
2020-10-08,es1s,1,2020-10-22,0.0034181818161056476,1,0.039512620902493134,10,1.5,1.0,0.09090909090909091
2020-10-09,es1s,1,2020-10-23,-0.006190167712394112,0,0.039129257901938774,10,1.5,1.0,0.09090909090909091
2020-10-12,es1s,1,2020-10-26,-0.03941688486295314,0,0.03950686589109724,10,1.5,1.0,0.09090909090909091
2020-10-13,es1s,1,2020-10-27,-0.03473856908367223,0,0.03924403896375882,10,1.5,1.0,0.09090909090909091
2020-10-14,es1s,1,2020-10-28,-0.06248204538716706,0,0.03884364262909802,10,1.5,1.0,0.09090909090909091
2020-10-15,es1s,1,2020-10-28,-0.06099841749362189,0,0.03812428300062338,10,1.5,1.0,0.09090909090909091
2020-10-16,es1s,1,2020-10-28,-0.05740486677556356,0,0.03751132008416977,10,1.5,1.0,0.09090909090909091
2020-10-19,es1s,1,2020-10-28,-0.046526915490176846,0,0.037603323590489915,10,1.5,1.0,0.09090909090909091
2020-10-20,es1s,1,2020-10-28,-0.04916599898079976,0,0.03688024653466727,10,1.5,1.0,0.09090909090909093
2020-10-21,es1s,1,2020-10-28,-0.04923525127358108,0,0.03615280415635918,10,1.5,1.0,0.09090909090909093
2020-10-22,es1s,1,2020-10-28,-0.053852286727240406,0,0.03552709810461887,10,1.5,1.0,0.09090909090909091
2020-10-23,es1s,1,2020-10-28,-0.054537553413771866,0,0.03482379308348652,10,1.5,1.0,0.09090909090909091
2020-10-26,es1s,1,2020-10-28,-0.038308531014388914,0,0.03590424397800415,10,1.5,1.0,0.0909090909090909
2020-10-27,es1s,1,2020-10-28,-0.035323677209482374,0,0.03525380275050658,10,1.5,1.0,0.09090909090909091
2020-10-28,es1s,1,2020-11-05,0.073923701546043,1,0.041160343171614586,10,1.5,1.0,0.24053803339517627
2020-10-29,es1s,1,2020-11-09,0.07320766144537583,1,0.04115664438702938,10,1.5,1.0,0.24494047619047618
2020-10-30,es1s,1,2020-11-05,0.0735125201012472,1,0.04087584268845893,10,1.5,1.0,0.21857142857142856
2020-11-02,es1s,1,2020-11-05,0.06188456294447442,1,0.04076327730215983,10,1.5,1.0,0.18988095238095237
2020-11-03,es1s,1,2020-11-13,0.06559571620017213,1,0.04166585185297194,10,1.5,1.0,0.15798059964726632
2020-11-04,es1s,1,2020-11-18,0.03784570596718395,1,0.04298487997635488,10,1.5,1.0,0.13853141807687264
2020-11-05,es1s,1,2020-11-19,0.02147086097491102,1,0.043791057701879195,10,1.5,1.0,0.13164436573527483
2020-11-06,es1s,1,2020-11-20,0.015282439477343868,1,0.042957741559991366,10,1.5,1.0,0.12692181555817916
2020-11-09,es1s,1,2020-11-23,0.009029345370511477,1,0.04263386258581613,10,1.5,1.0,0.11700446018627834
2020-11-10,es1s,1,2020-11-24,0.025910759673688055,1,0.041824879710874806,10,1.5,1.0,0.11011740784468055
2020-11-11,es1s,1,2020-11-25,0.016605941703875304,1,0.04115290756481775,10,1.5,1.0,0.10323035550308277
2020-11-12,es1s,1,2020-11-27,0.02944090587337911,1,0.0410232223182027,10,1.5,1.0,0.09850780532598714
2020-11-13,es1s,1,2020-11-30,0.011515912896525649,1,0.04093282585343611,10,1.5,1.0,0.09540863177226813
2020-11-16,es1s,1,2020-12-01,0.010350538227399397,1,0.040536768299013745,10,1.5,1.0,0.09357208448117539
2020-11-17,es1s,1,2020-12-02,0.016774104112122767,1,0.03996472580119355,10,1.5,1.0,0.09173553719008264
2020-11-18,es1s,1,2020-12-03,0.02791023843072704,1,0.04009594008382541,10,1.5,1.0,0.09090909090909091
2020-11-19,es1s,1,2020-12-04,0.032960893854317996,1,0.0393346810092177,10,1.5,1.0,0.09090909090909091
2020-11-20,es1s,1,2020-12-07,0.03840472673648598,1,0.03895117864656362,10,1.5,1.0,0.09090909090909091
2020-11-23,es1s,1,2020-12-08,0.035234899330403024,1,0.03829278082848401,10,1.5,1.0,0.09090909090909091
2020-11-24,es1s,1,2020-12-09,0.010942123733814535,1,0.03855317783020707,10,1.5,1.0,0.09090909090909091
2020-11-25,es1s,1,2020-12-10,0.01137225170456091,1,0.03785620161485794,10,1.5,1.0,0.09090909090909091
2020-11-27,es1s,1,2020-12-11,0.006805994773157353,1,0.037108278217194035,10,1.5,1.0,0.09090909090909091
2020-11-30,es1s,1,2020-12-14,0.006416890913646833,1,0.036540771431549275,10,1.5,1.0,0.09090909090909091
2020-12-01,es1s,1,2020-12-15,0.009038090035225155,1,0.036199694556144586,10,1.5,1.0,0.09090909090909091
2020-12-02,es1s,1,2020-12-16,0.00902474119351715,1,0.035483143741993614,10,1.5,1.0,0.09090909090909091
2020-12-03,es1s,1,2020-12-17,0.014976097886754802,1,0.03482483824100612,10,1.5,1.0,0.09090909090909091
2020-12-04,es1s,1,2020-12-18,0.004020633739484136,1,0.03441997963859814,10,1.5,1.0,0.09090909090909091
2020-12-07,es1s,1,2020-12-21,0.00042855691345833336,1,0.0338394422185229,10,1.5,1.0,0.09090909090909091
2020-12-08,es1s,-1,2020-12-22,0.004911799606151845,1,0.033174578882025754,10,1.5,1.0,0.09090909090909091
2020-12-09,es1s,1,2020-12-23,0.004240737139194373,1,0.033118211896174775,10,1.5,1.0,0.09090909090909091
2020-12-10,es1s,1,2020-12-24,0.009022274579495448,1,0.03250933699860133,10,1.5,1.0,0.09090909090909091
2020-12-11,es1s,1,2020-12-28,0.019912939569577848,1,0.03194344273829649,10,1.5,1.0,0.09090909090909091
2020-12-14,es1s,1,2020-12-29,0.02197802197718679,1,0.031496927658703405,10,1.5,1.0,0.09090909090909091
2020-12-15,es1s,1,2020-12-30,0.010103064819982688,1,0.03169555954091349,10,1.5,1.0,0.09090909090909091
2020-12-16,es1s,1,2020-12-31,0.014903553298813765,1,0.031067944071586185,10,1.5,1.0,0.09173553719008266
2020-12-17,es1s,1,2021-01-04,-0.005521513702227865,0,0.030526070089734566,10,1.5,1.0,0.09256198347107439
2020-12-18,es1s,1,2021-01-05,0.0032377740311679837,1,0.03000490484770672,10,1.5,1.0,0.09338842975206613
2020-12-21,es1s,1,2021-01-06,0.01485450722299686,1,0.029752993459415483,10,1.5,1.0,0.09421487603305785
2020-12-22,es1s,1,2021-01-07,0.03215718267647638,1,0.029255597886511386,10,1.5,1.0,0.09504132231404959
2020-12-23,es1s,1,2021-01-08,0.03694146407698806,1,0.028676326546363904,10,1.5,1.0,0.09586776859504133
2020-12-24,es1s,1,2021-01-11,0.026251691474478145,1,0.028147299116214188,10,1.5,1.0,0.09669421487603307
2020-12-28,es1s,1,2021-01-12,0.017974513751365384,1,0.02796763964933445,10,1.5,1.0,0.09752066115702479
2020-12-29,es1s,-1,2021-01-13,-0.02251344086063667,0,0.027508189101155548,10,1.5,1.0,0.09834710743801653
